"Adipose Tissue","Adipose Tissue_meanFrequency","Muscle","Muscle_meanFrequency","Blood Vessel","Blood Vessel_meanFrequency","Heart","Heart_meanFrequency","Uterus","Uterus_meanFrequency","Vagina","Vagina_meanFrequency","Breast","Breast_meanFrequency","Skin","Skin_meanFrequency","Salivary Gland","Salivary Gland_meanFrequency","Brain","Brain_meanFrequency","Adrenal Gland","Adrenal Gland_meanFrequency","Thyroid","Thyroid_meanFrequency","Lung","Lung_meanFrequency","Spleen","Spleen_meanFrequency","Pancreas","Pancreas_meanFrequency","Esophagus","Esophagus_meanFrequency","Stomach","Stomach_meanFrequency","Colon","Colon_meanFrequency","Small Intestine","Small Intestine_meanFrequency","Prostate","Prostate_meanFrequency","Testis","Testis_meanFrequency","Nerve","Nerve_meanFrequency","Blood","Blood_meanFrequency","Pituitary","Pituitary_meanFrequency","Ovary","Ovary_meanFrequency","Liver","Liver_meanFrequency","Kidney","Kidney_meanFrequency","Bladder","Bladder_meanFrequency"
"Herbaspirillum huttiense","0.389477967128028","Nakamurella antarctica","7.6210305345502","Gemmobacter fulva","3.25774094117647","Mesorhizobium huakuii","0.275599430992736","Gemella haemolysans","10.5121404347826","Geobacillus thermodenitrificans","1.10569851351351","Frankia inefficax","0.769964765100671","Haemophilus parahaemolyticus","4.187289976","Nocardioides dongkuii","1.50114025641026","Microbacterium sediminis","3.04697688559322","Lacticaseibacillus paracasei","0.574227561983471","Haemophilus parahaemolyticus","6.988682816","Hydrogenophaga crocea","3.89412489010989","Flavobacterium channae","1.02662735682819","Geobacillus thermocatenulatus","0.739758407643312","Herbaspirillum huttiense","0.707558803792852","Haemophilus haemolyticus","10.4020471554252","Gemella sanguinis","2.04367295850067","Hymenobacter nivis","0.554135586592179","Erwinia billingiae","0.604397167381974","Mycolicibacterium gadium","0.366809562682216","Geobacillus thermocatenulatus","0.785197504187605","Hartmannibacter diazotrophicus","0.39417856741573","Kaistella jeonii","0.472909962546816","Granulicatella adiacens","11.3407982080925","Gemella morbillorum","2.11903064516129","Human endogenous retrovirus K","0.831325301204819","Coxiella burnetii","0.161828947368421"
"Herminiimonas arsenitoxidans","2.05714724048443","Nakamurella multipartita","2.18035136897001","Geobacillus kaustophilus","2.93005982745098","Mesorhizobium jarvisii","0.289428256658596","Gemella morbillorum","3.11908210144928","Geobacillus virus E2","0.995243243243243","Frigidibacter mobilis","0.93877288590604","Haemophilus pittmaniae","9.350863168","Nocardioides mesophilus","2.12677833333333","Microcella flavibacter","2.07022205508475","Lactobacillus acidophilus","1.86859801652893","Haemophilus pittmaniae","39.5826556","Hydrogenophaga pseudoflava","7.39932921245421","Flavobacterium commune","1.96257418502203","Geobacillus thermodenitrificans","1.08070856687898","Herbaspirillum robiniae","0.852505995623632","Haemophilus influenzae","2.55177360703812","Gemmobacter fulva","1.22733730923695","Hymenobacter sedentarius","2.01019698324022","Erwinia persicina","0.568912145922747","Mycolicibacterium phocaicum","0.640528425655977","Geobacillus thermodenitrificans","1.59482710217755","Hathewaya histolytica","3.64767700842697","Kazachstania naganishii","9.32565820224719","Haematobacter massiliensis","15.6086129479769","Gemella sanguinis","4.84294889400922","Hydrogenophaga crassostreae","2.08930457831325","Crinalium epipsammum","8.99884"
"Hoylesella enoeca","0.453839887543253","Neisseria cinerea","3.83884348109518","Geobacillus subterraneus","1.14326977254902","Mesorhizobium opportunistum","0.221941731234867","Gemella sanguinis","6.30958695652174","Geobacillus virus E3","1.50675675675676","Fusarium fujikuroi","18.1073512080537","Hafnia alvei","2.029922488","Nocardioides okcheonensis","4.35441730769231","Micrococcus luteus","11.199584809322","Lactobacillus amylovorus","6.78855053719008","Hartmannibacter diazotrophicus","0.57411856","Hydrogenophilus thermoluteolus","5.5333141025641","Flavobacterium faecale","1.28674973568282","Geobacillus virus E2","0.830964267515924","Herbaspirillum seropedicae","0.720881043034282","Haemophilus parahaemolyticus","6.46166202346041","Geobacillus kaustophilus","1.95183836680054","Hymenobacter swuensis","1.9623761452514","Erwinia pyrifoliae","0.723788798283262","Nakamurella antarctica","0.669320787172012","Geobacillus virus E2","1.29307770519263","Herbaspirillum hiltneri","1.54408463483146","Kineococcus radiotolerans","1.96752209737828","Haemophilus haemolyticus","150.797432254335","Gemmobacter fulva","7.26438115207373","Hydrogenophaga crocea","2.48202156626506","Croceibacterium atlanticum","0.144093684210526"
"Hoyosella subflava","0.270790121107266","Neisseria elongata","1.67273777053455","Geobacillus thermocatenulatus","0.779608760784314","Mesorhizobium terrae","9.71021421307506","Gemmobacter fulva","1.08294086956522","Geobacillus zalihae","2.49207378378378","Fusarium graminearum","16.2588331319911","Hankyongella ginsenosidimutans","0.22459872","Nocardioides panacis","1.7086133974359","Micrococcus yunnanensis","47.5104784745763","Lactobacillus apis","1.16990223140496","Hathewaya histolytica","3.261714416","Hymenobacter baengnokdamensis","14.5454189010989","Flavobacterium kingsejongi","1.69824057268722","Geobacillus virus E3","1.30254777070064","Herminiimonas arsenitoxidans","2.06852075127644","Haemophilus pittmaniae","5.85711715542522","Geobacillus subterraneus","0.663173092369478","Hymenobacter tibetensis","3.78499290502793","Erythrobacter neustonensis","0.990757253218884","Nakamurella multipartita","1.11143720116618","Geobacillus virus E3","2.42713567839196","Herbaspirillum huttiense","0.446404676966292","Kingella oralis","0.493704157303371","Haemophilus influenzae","13.5275097109827","Geobacillus kaustophilus","2.25826520276498","Hydrogenophaga pseudoflava","6.56226457831325","Croceicoccus naphthovorans","0.344879473684211"
"Human endogenous retrovirus K","0.746539792387543","Neisseria flavescens","5.4366698696219","Geobacillus thermodenitrificans","1.48413921568627","Metabacillus dongyingensis","5.63334015738499","Geobacillus kaustophilus","2.6545881884058","Geodermatophilus obscurus","8.45834310810811","Fusarium venenatum","16.4021505145414","Hartmannibacter diazotrophicus","0.410165608","Nocardioides piscis","0.737468525641026","Microcoleus vaginatus","1.81308764830508","Lactobacillus crispatus","163.039974504132","Herbaspirillum hiltneri","1.509378816","Hymenobacter monticola","1.58031580586081","Flavobacterium nackdongense","1.97724114537445","Geobacillus zalihae","2.51841605318471","Hoylesella enoeca","0.636412013129103","Hafnia paralvei","0.94216642228739","Geobacillus thermocatenulatus","0.554922235609103","Ideonella dechloratans","2.11628541899441","Escherichia albertii","0.286171630901288","Neisseria cinerea","4.42755370262391","Geobacillus zalihae","3.01079534338358","Herbaspirillum robiniae","0.428282935393258","Klebsiella michiganensis","2.69203940074906","Haemophilus parahaemolyticus","56.6309020809249","Geobacillus subterraneus","1.0296265437788","Hydrogenophilus thermoluteolus","1.35231939759036","Cronobacter condimenti","0.112741052631579"
"Hydrogenophaga crassostreae","1.87208053633218","Neisseria macacae","3.41354116036506","Geobacillus virus E2","1.25733005490196","Methylibium petroleiphilum","3.23180358353511","Geobacillus subterraneus","1.00996543478261","Georgenia faecalis","2.37167560810811","Fusarium verticillioides","21.035397852349","Hathewaya histolytica","4.184939632","Nocardioides seonyuensis","1.34917102564103","Microlunatus elymi","0.982548305084746","Lactobacillus delbrueckii","82.0615496694215","Herbaspirillum huttiense","0.448236496","Hymenobacter radiodurans","2.70293531135531","Flavobacterium panici","0.527756519823789","Geodermatophilus obscurus","87.7713588216561","Hoyosella subflava","0.319414427425237","Halothiobacillus neapolitanus","0.275168416422287","Geobacillus thermodenitrificans","0.900642945113789","Ilumatobacter coccineus","0.85809217877095","Escherichia coli","929.385222317597","Neisseria elongata","0.827373119533528","Geodermatophilus obscurus","13.4135412562814","Herbaspirillum seropedicae","0.327021924157303","Klebsiella oxytoca","1.26544153558052","Haemophilus pittmaniae","88.3017000578035","Geobacillus thermocatenulatus","0.584830599078341","Hymenobacter baengnokdamensis","8.20617120481928","Cronobacter muytjensii","0.833092105263158"
"Hydrogenophaga crocea","3.33509321107266","Neisseria sicca","2.08515739243807","Geobacillus virus E3","2.0643137254902","Methylobacterium durans","3.31205078692494","Geobacillus thermocatenulatus","0.945809492753623","Georgenia yuyongxinii","0.422670540540541","Fusobacterium canifelinum","1.41167268456376","Herbaspirillum hiltneri","3.04318784","Nocardioides ungokensis","1.5751858974359","Microlunatus phosphovorus","3.16863722457627","Lactobacillus helsingborgensis","0.973331983471074","Herbaspirillum robiniae","2.24073264","Hymenobacter sedentarius","1.87499858974359","Flavobacterium psychrophilum","2.28266436123348","Georgenia faecalis","7.86327761146497","Human endogenous retrovirus K","0.567469000729395","Hankyongella ginsenosidimutans","0.206323460410557","Geobacillus virus E2","0.805271204819277","Inhella inkyongensis","0.75421782122905","Escherichia fergusonii","2.44054793991416","Neisseria flavescens","0.77273915451895","Georgenia faecalis","2.9555743718593","Herminiimonas arsenitoxidans","1.91599242977528","Klebsiella pneumoniae","9.21139576779026","Hankyongella ginsenosidimutans","0.249856069364162","Geobacillus thermodenitrificans","1.17770552995392","Hymenobacter monticola","2.33168879518072","Cronobacter universalis","0.553067368421053"
"Hydrogenophaga pseudoflava","4.8170233650519","Neisseria subflava","19.8735001303781","Geobacillus zalihae","3.30045130980392","Methylobacterium indicum","1.31153232445521","Geobacillus thermodenitrificans","1.44565528985507","Gephyromycinifex aptenodytis","0.379083243243243","Fusobacterium nucleatum","3.15685977628635","Herbaspirillum huttiense","0.583961688","Nodularia sphaerocarpa","0.584638461538462","Micropruina glycogenica","2.67795262711864","Lactobacillus jensenii","7.45590095041322","Herminiimonas arsenitoxidans","2.246559888","Hymenobacter swuensis","1.6316060989011","Flavonifractor plautii","0.533095286343612","Georgenia wutianyii","1.28573515923567","Hydrogenophaga crassostreae","2.88215447118891","Hartmannibacter diazotrophicus","0.319759501466276","Geobacillus virus E3","1.0281124497992","Intrasporangium calvum","2.13179575418994","Exiguobacterium alkaliphilum","0.75095652360515","Neisseria macacae","2.14501206997085","Georgenia wutianyii","4.49209737018425","Hoyosella subflava","0.204944761235955","Klebsiella variicola","3.06879086142322","Hartmannibacter diazotrophicus","0.282436705202312","Geobacillus virus E2","0.944242580645161","Hymenobacter sedentarius","2.78222048192771","Cruoricaptor ignavus","0.14552"
"Hydrogenophilus thermoluteolus","3.27681465397924","Neomicrococcus aestuarii","1.1320795958279","Geodermatophilus obscurus","21.6728490352941","Methylobacterium organophilum","4.76864642857143","Geobacillus virus E2","1.24275195652174","Gluconacetobacter diazotrophicus","0.519490675675676","Fusobacterium pseudoperiodonticum","8.87457659955257","Herbaspirillum robiniae","0.60440052","Nosocomiicoccus ampullae","1.11863820512821","Microvirga ossetica","0.95220531779661","Lactobacillus johnsonii","10.0061832231405","Hoylesella enoeca","0.535942176","Hymenobacter tibetensis","5.40854016483516","Frankia alni","0.571925682819383","Georgenia yuyongxinii","0.949472515923567","Hydrogenophaga crocea","3.84188235594457","Hathewaya histolytica","3.01591263929619","Geobacillus zalihae","2.47367137884873","Janibacter indicus","6.31378754189944","Ezakiella massiliensis","0.560105407725322","Neisseria sicca","1.62506586005831","Georgenia yuyongxinii","0.678086030150754","Hydrogenophaga crassostreae","1.73264740168539","Kluyveromyces lactis","4.77419805243446","Hathewaya histolytica","2.41174011560694","Geobacillus virus E3","1.62672811059908","Hymenobacter swuensis","0.987378313253012","Cryobacterium soli","0.453953684210526"
"Hymenobacter baengnokdamensis","16.5333617906574","Neotabrizicola shimadae","0.397219478487614","Georgenia faecalis","2.00103322352941","Methylobacterium oryzae","2.92091576271186","Geobacillus virus E3","1.78260869565217","Glutamicibacter creatinolyticus","0.814325945945946","Gemella haemolysans","43.1984908948546","Herbaspirillum seropedicae","1.878735632","Nostoc edaphicum","0.926742756410256","Microvirga thermotolerans","1.84407254237288","Lactobacillus kefiranofaciens","0.440027975206612","Hoyosella subflava","0.6919292","Ideonella dechloratans","2.58962210622711","Frankia inefficax","0.564440044052863","Gephyromycinifex aptenodytis","1.0918471656051","Hydrogenophaga pseudoflava","9.44584261123268","Herbaspirillum robiniae","0.304334105571848","Geodermatophilus obscurus","14.3376988621151","Janibacter melonis","3.86580100558659","Faecalibacterium duncaniae","2.36754111587983","Neisseria subflava","2.91787778425656","Gephyromycinifex aptenodytis","0.766707889447236","Hydrogenophaga crocea","5.99490992977528","Kluyveromyces marxianus","2.45413921348315","Herbaspirillum hiltneri","24.1881395404624","Geobacillus zalihae","2.68312267281106","Hymenobacter tibetensis","2.6602365060241","Cupriavidus basilensis","41.4947694736842"
"Hymenobacter jejuensis","0.459119974048443","Nesterenkonia pannonica","2.29835794002608","Georgenia wutianyii","2.44883053333333","Methylobacterium phyllosphaerae","5.48519663438257","Geobacillus zalihae","2.69702739130435","Glutamicibacter halophytocola","0.624798040540541","Gemella morbillorum","1.97736653243848","Herminiimonas arsenitoxidans","2.286337264","Novosphingobium aromaticivorans","0.90382641025641","Moraxella cuniculi","0.962279025423729","Lactobacillus paragasseri","18.0828928512397","Human endogenous retrovirus K","0.9424","Ilumatobacter coccineus","2.32579450549451","Frigidibacter mobilis","0.331258942731278","Glutamicibacter creatinolyticus","0.746347388535032","Hydrogenophilus thermoluteolus","3.26494534646244","Herbaspirillum seropedicae","0.427901671554252","Georgenia faecalis","1.06363918340027","Janthinobacterium agaricidamnosum","0.362867262569832","Fenollaria massiliensis","2.50836188841202","Neomicrococcus aestuarii","0.717647172011662","Glutamicibacter creatinolyticus","2.46055792294807","Hydrogenophaga pseudoflava","7.93195952247191","Kocuria flava","8.0675502247191","Herbaspirillum robiniae","2.60830341040462","Geodermatophilus obscurus","16.8825866820277","Ideonella dechloratans","2.62440192771084","Cupriavidus gilardii","225.263390526316"
"Hymenobacter monticola","2.04004891868512","Neurospora crassa","26.7658082398957","Georgenia yuyongxinii","0.617891066666667","Methylobacterium radiodurans","0.751202457627119","Geodermatophilus obscurus","13.4653074637681","Glutamicibacter nicotianae","2.70312567567568","Gemella sanguinis","6.42530187919463","Hoyosella subflava","0.302694248","Novosphingobium decolorationis","0.907714743589744","Moraxella nonliquefaciens","2.99780730932203","Lactobacillus taiwanensis","5.51632380165289","Humibacter ginsenosidimutans","0.28833568","Inhella inkyongensis","1.83160844322344","Fusarium fujikuroi","17.8478637885463","Glutamicibacter halophytocola","0.692335987261147","Hymenobacter baengnokdamensis","11.8744842961342","Herminiimonas arsenitoxidans","1.75429184750733","Georgenia wutianyii","1.12627705488621","Janthinobacterium lividum","3.05926324022346","Ferribacterium limneticum","0.817830858369099","Nesterenkonia pannonica","0.631355393586006","Glutamicibacter halophytocola","1.60687105527638","Hydrogenophilus thermoluteolus","2.70830070224719","Kocuria indica","18.7912877153558","Herminiimonas arsenitoxidans","2.13661","Georgenia faecalis","2.73749391705069","Ignavigranum ruoffiae","0.74025313253012","Cupriavidus malaysiensis","0.635823157894737"
"Hymenobacter nivis","0.928619039792388","Nocardioides anomalus","0.695650886571056","Gephyromycinifex aptenodytis","0.999481521568627","Methylobacterium radiotolerans","38.7055714527845","Georgenia faecalis","6.74877253623188","Glutamicibacter protophormiae","0.898725608108108","Gemmobacter fulva","6.34174615212528","Human endogenous retrovirus K","0.7096","Novosphingobium pentaromativorans","0.686850448717949","Moraxella osloensis","40.7615753813559","Lactococcus cremoris","2.00854545454545","Hydrogenophaga crassostreae","1.778438256","Intrasporangium calvum","1.73858435897436","Fusarium graminearum","26.8338535682819","Glutamicibacter protophormiae","16.3677831528662","Hymenobacter monticola","1.58012810357403","Hoylesella enoeca","0.497896979472141","Gephyromycinifex aptenodytis","3.32516819277108","Janthinobacterium svalbardensis","27.7102298324022","Ferruginibacter lapsinanis","2.95347489270386","Neurospora crassa","14.0947610204082","Glutamicibacter nicotianae","14.4936377721943","Hymenobacter baengnokdamensis","4.70866504213483","Kocuria palustris","14.0768332209738","Hoylesella enoeca","2.36846722543353","Georgenia wutianyii","0.83512930875576","Ilumatobacter coccineus","1.9660013253012","Cupriavidus necator","0.971132105263158"
"Hymenobacter radiodurans","1.06036857266436","Nocardioides aquaticus","4.03253672750978","Glutamicibacter creatinolyticus","1.10291796862745","Methylobacterium terrae","2.15932139225182","Gephyromycinifex aptenodytis","0.341832826086957","Gordonia alkanivorans","1.76685932432432","Geobacillus kaustophilus","3.26485187919463","Hydrogenophaga crassostreae","1.46097392","Novosphingobium resinovorum","5.39629608974359","Morococcus cerebrosus","2.68701025423729","Lactococcus lactis","2.87735276859504","Hydrogenophaga crocea","3.738131184","Janibacter indicus","8.541578003663","Fusarium venenatum","18.13242969163","Gordonia amicalis","0.283202484076433","Hymenobacter sedentarius","1.55305436177972","Hoyosella subflava","0.314995747800587","Glutamicibacter creatinolyticus","0.626630883534137","Janthinobacterium tructae","12.2991984916201","Flagellatimonas centrodinii","11.9393539914163","Nocardioides anomalus","0.430652390670554","Glutamicibacter protophormiae","6.32351246231156","Hymenobacter monticola","1.56613297752809","Kosakonia cowanii","0.396363333333333","Human endogenous retrovirus K","0.84393063583815","Georgenia yuyongxinii","0.846636267281106","Inhella inkyongensis","2.10380168674699","Cupriavidus oxalaticus","1.29167578947368"
"Hymenobacter sedentarius","2.47872515397924","Nocardioides dokdonensis","1.20824767926988","Glutamicibacter halophytocola","1.24846592156863","Methylorubrum extorquens","3.91603906779661","Glutamicibacter creatinolyticus","1.42852239130435","Gordonia amicalis","0.768256081081081","Geobacillus subterraneus","1.23256651006711","Hydrogenophaga crocea","3.954681688","Ogataea parapolymorpha","7.82529141025641","Mycobacterium paragordonae","0.931274194915254","Lancefieldella parvula","1.11363545454545","Hydrogenophaga pseudoflava","5.8190708","Janibacter melonis","4.30326855311355","Fusarium verticillioides","29.7654739647577","Gordonia bronchialis","0.332485636942675","Hymenobacter swuensis","4.52922818380744","Human betaherpesvirus 7","13.6480938416422","Glutamicibacter halophytocola","2.07856045515395","Jatrophihabitans telluris","1.25093726256983","Flaviflexus salsibiostraticola","0.332699098712446","Nocardioides aquaticus","2.90837020408163","Gordonia amicalis","0.456978810720268","Hymenobacter nivis","0.548359929775281","Lachnoanaerobaculum umeaense","0.769475805243446","Humibacter ginsenosidimutans","0.332504624277457","Gephyromycinifex aptenodytis","0.797324470046083","Inovirus M13","1.07228915662651","Cupriavidus pinatubonensis","0.956581052631579"
"Hymenobacter swuensis","3.18041964532872","Nocardioides dongkuii","2.4089694654498","Glutamicibacter nicotianae","1.48459035294118","Methylorubrum populi","13.1692301694915","Glutamicibacter halophytocola","0.886368115942029","Gordonia bronchialis","4.57056182432432","Geobacillus thermocatenulatus","0.893358657718121","Hydrogenophaga pseudoflava","5.264001576","Ornithinimicrobium avium","0.809870256410256","Mycobacteroides chelonae","0.25883375","Latilactobacillus sakei","1.34884429752066","Hydrogenophilus thermoluteolus","2.458763648","Janthinobacterium lividum","2.6134947985348","Fusobacterium canifelinum","1.04385603524229","Gordonia hongkongensis","0.471570350318471","Hymenobacter tibetensis","9.31336565280817","Hydrogenophaga crassostreae","1.63924712609971","Glutamicibacter protophormiae","0.946173975903615","Jeotgalibaca porci","0.367201340782123","Flavihumibacter rivuli","1.77231575107296","Nocardioides dongkuii","1.66229749271137","Gordonia bronchialis","0.644938860971524","Hymenobacter radiodurans","2.70013123595506","Lachnoclostridium phocaeense","0.717008239700375","Hydrogenophaga crassostreae","1.56647404624277","Glutamicibacter creatinolyticus","1.19564847926267","Intrasporangium calvum","1.19369518072289","Curtobacterium flaccumfaciens","0.151968947368421"
"Hymenobacter tibetensis","5.35838202422145","Nocardioides euryhalodurans","0.576582125162973","Glutamicibacter protophormiae","1.16474139607843","Microbacterium atlanticum","0.617119273607748","Glutamicibacter nicotianae","1.13067876811594","Gordonia hongkongensis","2.53986101351351","Geobacillus thermodenitrificans","1.69444973154362","Hydrogenophilus thermoluteolus","4.371284904","Ornithinimicrobium ciconiae","0.852282435897436","Mycolicibacterium gadium","0.556920995762712","Lautropia mirabilis","2.54104582644628","Hymenobacter baengnokdamensis","13.026693184","Janthinobacterium svalbardensis","30.9473558608059","Fusobacterium gastrosuis","0.559092422907489","Gordonia otitidis","0.460591337579618","Ideonella dechloratans","3.39819656455142","Hydrogenophaga crocea","3.40981498533724","Gordonia amicalis","0.488160107095047","Kaistella carnis","0.408257709497207","Flavisolibacter ginsenosidimutans","1.90424871244635","Nocardioides mesophilus","1.60162982507289","Gordonia hongkongensis","0.669096767169179","Hymenobacter sedentarius","1.92636644662921","Lacticaseibacillus paracasei","1.30533284644195","Hydrogenophaga crocea","4.34265375722543","Glutamicibacter halophytocola","0.716428617511521","Isoptericola variabilis","4.29240481927711","Curtobacterium luteum","0.596575789473684"
"Ideonella dechloratans","2.97263259515571","Nocardioides mesophilus","4.83494837027379","Gordonia amicalis","0.417947082352941","Microbacterium aurum","4.20551881355932","Glutamicibacter protophormiae","1.15780666666667","Gordonia otitidis","1.17092993243243","Geobacillus virus E2","1.25885082774049","Hymenobacter baengnokdamensis","24.40269476","Ornithinimicrobium flavum","1.44031455128205","Mycolicibacterium madagascariense","0.56749593220339","Lawsonella clevelandensis","19.5601690082645","Hymenobacter monticola","3.613947248","Janthinobacterium tructae","16.594595","Fusobacterium hwasookii","0.69819577092511","Gordonia polyisoprenivorans","11.8166857006369","Ignavigranum ruoffiae","0.530146841721371","Hydrogenophaga pseudoflava","4.61747398826979","Gordonia bronchialis","0.501832409638554","Kaistella jeonii","0.354537150837989","Flavisolibacter tropicus","1.04799901287554","Nocardioides okcheonensis","4.78051469387755","Gordonia otitidis","0.42400418760469","Hymenobacter swuensis","4.22799537921348","Lactobacillus acidophilus","0.952232471910112","Hydrogenophaga pseudoflava","6.47680294797688","Glutamicibacter protophormiae","0.35548198156682","Janibacter indicus","10.4448551807229","Cutibacterium acnes","709.557127894737"
"Ignavigranum ruoffiae","0.913124766435986","Nocardioides okcheonensis","6.98278134289439","Gordonia bronchialis","1.2864594745098","Microbacterium binotii","0.988099709443099","Gordonia amicalis","0.201254347826087","Gordonia polyisoprenivorans","12.0953991216216","Geobacillus virus E3","1.85234899328859","Hymenobacter monticola","18.459226152","Orrella dioscoreae","0.201144935897436","Mycolicibacterium phocaicum","0.540273199152542","Leclercia adecarboxylata","0.766384338842975","Hymenobacter radiodurans","1.212012016","Jatrophihabitans telluris","3.43988250915751","Fusobacterium nucleatum","1.08997471365639","Granulicatella adiacens","8.29693570063694","Ilumatobacter coccineus","1.13872090444931","Hydrogenophilus thermoluteolus","2.83873322580645","Gordonia hongkongensis","0.55222953145917","Kazachstania naganishii","2.31267217877095","Flavobacterium channae","1.41558699570815","Nocardioides panacis","0.758606559766764","Gordonia polyisoprenivorans","12.2245464154104","Hymenobacter tibetensis","4.2873483005618","Lactobacillus amylovorus","2.82819404494382","Hydrogenophilus thermoluteolus","4.1765763583815","Gordonia bronchialis","0.451173087557604","Janibacter melonis","2.63431481927711","Cutibacterium avidum","8.45104263157895"
"Ilumatobacter coccineus","0.830787915224913","Nocardioides panacis","1.96506704041721","Gordonia hongkongensis","0.703610832941176","Microbacterium caowuchunii","3.18812098062954","Gordonia bronchialis","0.248779130434783","Gordonia pseudamarae","0.258335405405405","Geobacillus zalihae","10.2304949217002","Hymenobacter nivis","2.05248212","Oryzomicrobium terrae","0.627230128205128","Mycolicibacterium thermoresistibile","0.357257627118644","Leifsonia xyli","1.18701198347107","Hymenobacter sedentarius","7.80272568","Kaistella carnis","85.5360078571428","Fusobacterium pseudoperiodonticum","7.79935911894273","Haematobacter massiliensis","9.6322677388535","Inhella inkyongensis","1.70798318745441","Hymenobacter baengnokdamensis","3.07859073313783","Gordonia otitidis","1.33291348058902","Kineococcus radiotolerans","2.80337653631285","Flavobacterium commune","3.33909407725322","Nocardioides piscis","1.33542895043732","Granulicatella adiacens","13.1723008040201","Ideonella dechloratans","4.26255123595506","Lactobacillus crispatus","42.2987275280899","Hymenobacter baengnokdamensis","2.0792663583815","Gordonia hongkongensis","1.14236870967742","Janthinobacterium lividum","2.34178421686747","Cutibacterium granulosum","112.909088947368"
"Inhella inkyongensis","1.03851814878893","Nocardioides piscis","1.59887207301173","Gordonia otitidis","0.371646650980392","Microbacterium cremeum","0.443210205811138","Gordonia hongkongensis","0.557443405797101","Granulicatella adiacens","4.87410445945946","Geodermatophilus obscurus","20.0764527964206","Hymenobacter radiodurans","1.441427","Oscillatoria acuminata","0.832487628205128","Nakamurella antarctica","2.1091538559322","Leptolyngbya boryana","1.05877165289256","Hymenobacter swuensis","2.603143552","Kaistella jeonii","2.16186842490843","Gemella haemolysans","8.49315696035242","Haemophilus aegyptius","0.409934203821656","Intrasporangium calvum","2.69414776805252","Hymenobacter jejuensis","0.528349442815249","Gordonia polyisoprenivorans","11.0779947523427","Kingella oralis","0.471900502793296","Flavobacterium crassostreae","1.90260961373391","Nocardioides rotundus","0.254177055393586","Haematobacter massiliensis","4.12766594639866","Ignavigranum ruoffiae","0.667767570224719","Lactobacillus delbrueckii","276.200899700375","Hymenobacter sedentarius","5.66634826589595","Gordonia otitidis","0.935774470046083","Janthinobacterium svalbardensis","7.67697180722892","Cutibacterium modestum","15.2751915789474"
"Intrasporangium calvum","1.49344184256055","Nocardioides seonyuensis","1.74186434159061","Gordonia polyisoprenivorans","15.1422012470588","Microbacterium endophyticum","4.39319717917676","Gordonia polyisoprenivorans","10.3369563043478","Haematobacter massiliensis","2.3392672972973","Georgenia faecalis","1.90439722595078","Hymenobacter sedentarius","8.77554356","Oscillatoria nigro-viridis","0.553044230769231","Nakamurella multipartita","0.973615720338983","Leptothrix cholodnii","6.56418045454545","Hymenobacter tibetensis","12.218304192","Kazachstania naganishii","2.56588265567766","Gemella morbillorum","1.51863911894273","Haemophilus haemolyticus","18.3852863694268","Janibacter indicus","8.52367679795769","Hymenobacter monticola","2.92312697947214","Granulicatella adiacens","5.83626808567604","Klebsiella michiganensis","2.70313106145251","Flavobacterium faecale","0.744255021459228","Nocardioides seonyuensis","1.34192743440233","Haemophilus haemolyticus","20.4559140703518","Ilumatobacter coccineus","0.789226587078652","Lactobacillus jensenii","2.73293831460674","Hymenobacter swuensis","5.54021260115607","Gordonia polyisoprenivorans","11.7530515668203","Janthinobacterium tructae","10.7349002409639","Cyanobium gracile","0.210436315789474"
"Janibacter indicus","8.82712905709343","Nocardioides ungokensis","1.48647853976532","Granulicatella adiacens","12.1267453647059","Microbacterium hominis","3.77889686440678","Granulicatella adiacens","3.86596355072464","Haemophilus haemolyticus","11.4308028378378","Georgenia wutianyii","0.869768926174497","Hymenobacter swuensis","4.026446544","Ottowia oryzae","0.270219294871795","Neisseria cinerea","2.59347154661017","Leptotrichia buccalis","0.966410041322314","Ideonella dechloratans","2.82737288","Kineococcus radiotolerans","16.0675984249084","Gemella sanguinis","13.9209256387665","Haemophilus influenzae","4.42893426751592","Janibacter melonis","6.30570787016776","Hymenobacter nivis","0.735476304985337","Haematobacter massiliensis","4.23768310575636","Klebsiella oxytoca","1.17344083798883","Flavobacterium gilvum","0.62730313304721","Nocardioides ungokensis","0.890251341107872","Haemophilus influenzae","5.03902169179229","Immundisolibacter cernigliae","0.193504494382022","Lactobacillus johnsonii","1.47433883895131","Hymenobacter tibetensis","57.1988903468208","Gordonia pseudamarae","0.197301013824885","Jatrophihabitans telluris","1.64942807228916","Cytobacillus gottheilii","0.116262105263158"
