Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Broker_name,Bytes,Center Name,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Developmental_stage,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,Experimental_Factor:_individual (exp),Experimental_Factor:_organism_part (exp),External_Id,Individual,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism_part,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Sample_Name,specimen_with_known_storage_state,SRA Study,Submitter_Id
ERR315431,RNA-Seq,202,829325746,PRJEB4337,SAMEA2153980,ArrayExpress,625444704,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.realign.summary,realign,geo.fc,run.zq,sra,fastq","ena,gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288508,V2,adipose tissue,SAMEA2153980,V2,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:41Z,public,Illumina HiSeq 2000,V2,PAIRED,cDNA,TRANSCRIPTOMIC,adipose tissue,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:35:00Z,2,SAMEA2153980,E-MTAB-1733:fat_x1,frozen specimen,ERP003613,E-MTAB-1733:fat_x1
ERR315432,RNA-Seq,202,3552223328,PRJEB4337,SAMEA2154665,ArrayExpress,2664504185,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"sra,run.realign.summary,realign,fastq,geo.fc,run.zq","s3,ncbi,ena,gs","ncbi.public,s3.us-east-1,gs.US,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288639,V29,cerebral cortex,SAMEA2154665,V29,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:22Z,public,Illumina HiSeq 2000,V29,PAIRED,cDNA,TRANSCRIPTOMIC,cerebral cortex,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:46:00Z,2,SAMEA2154665,E-MTAB-1733:brain_a,frozen specimen,ERP003613,E-MTAB-1733:brain_a
ERR315433,RNA-Seq,202,1764725530,PRJEB4337,SAMEA2155974,ArrayExpress,803284616,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"realign,run.zq,sra,geo.fc,fastq,run.realign.summary","s3,gs,ena,ncbi","gs.US,ncbi.public,s3.us-east-1,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288479,V165,endometrium,SAMEA2155974,V165,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:29Z,public,Illumina HiSeq 2000,V165,PAIRED,cDNA,TRANSCRIPTOMIC,endometrium,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:41:00Z,2,SAMEA2155974,E-MTAB-1733:endometrium_4b,frozen specimen,ERP003613,E-MTAB-1733:endometrium_4b
ERR315434,RNA-Seq,202,2694487292,PRJEB4337,SAMEA2158800,ArrayExpress,1162319839,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.realign.summary,geo.fc,run.zq,realign,fastq,sra","gs,s3,ena,ncbi","s3.us-east-1,gs.US,ncbi.public,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288477,V183,esophagus,SAMEA2158800,V183,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:29Z,public,Illumina HiSeq 2000,V183,PAIRED,cDNA,TRANSCRIPTOMIC,esophagus,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:43:00Z,2,SAMEA2158800,E-MTAB-1733:esophagus_5a,frozen specimen,ERP003613,E-MTAB-1733:esophagus_5a
ERR315440,RNA-Seq,202,2011147956,PRJEB4337,SAMEA1965299,ArrayExpress,822855762,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"geo.fc,run.zq,sra,run.realign.summary,fastq,realign","s3,ncbi,gs,ena","ena,ncbi.public,s3.us-east-1,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288560,V190,lymph node,SAMEA1965299,V190,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:55Z,public,Illumina HiSeq 2000,V190,PAIRED,cDNA,TRANSCRIPTOMIC,lymph node,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:43:00Z,2,SAMEA1965299,E-MTAB-1733:lymphnode_5a,frozen specimen,ERP003613,E-MTAB-1733:lymphnode_5a
ERR315441,RNA-Seq,202,1995942406,PRJEB4337,SAMEA1965299,ArrayExpress,813763195,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"fastq,realign,run.realign.summary,sra,geo.fc,run.zq","s3,ena,gs,ncbi","ncbi.public,gs.US,s3.us-east-1,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288632,V190,lymph node,SAMEA1965299,V190,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:55Z,public,Illumina HiSeq 2000,V190,PAIRED,cDNA,TRANSCRIPTOMIC,lymph node,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:43:00Z,2,SAMEA1965299,E-MTAB-1733:lymphnode_5a,frozen specimen,ERP003613,E-MTAB-1733:lymphnode_5a
ERR315442,RNA-Seq,202,1821053836,PRJEB4337,SAMEA2153946,ArrayExpress,831038802,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"geo.fc,fastq,sra,run.realign.summary,run.zq,realign","s3,ena,ncbi,gs","s3.us-east-1,ncbi.public,ena,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288532,V150,duodenum,SAMEA2153946,V150,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:54Z,public,Illumina HiSeq 2000,V150,PAIRED,cDNA,TRANSCRIPTOMIC,duodenum,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:42:00Z,2,SAMEA2153946,E-MTAB-1733:duodenum_4c,frozen specimen,ERP003613,E-MTAB-1733:duodenum_4c
ERR315443,RNA-Seq,202,4963597732,PRJEB4337,SAMEA2159080,ArrayExpress,3761359641,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"geo.fc,sra,realign,run.realign.summary,run.zq,fastq","ena,ncbi,gs,s3","s3.us-east-1,gs.US,ena,ncbi.public",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288607,V6,kidney,SAMEA2159080,V6,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:21Z,public,Illumina HiSeq 2000,V6,PAIRED,cDNA,TRANSCRIPTOMIC,kidney,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:35:00Z,2,SAMEA2159080,E-MTAB-1733:kidney_b,frozen specimen,ERP003613,E-MTAB-1733:kidney_b
ERR315444,RNA-Seq,202,1290375596,PRJEB4337,SAMEA2142363,ArrayExpress,537628394,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"fastq,realign,sra,run.zq,geo.fc,run.realign.summary","s3,gs,ncbi,ena","ncbi.public,s3.us-east-1,ena,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288640,V131,lung,SAMEA2142363,V131,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:20Z,public,Illumina HiSeq 2000,V131,PAIRED,cDNA,TRANSCRIPTOMIC,lung,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:37:00Z,2,SAMEA2142363,E-MTAB-1733:lung_4b,frozen specimen,ERP003613,E-MTAB-1733:lung_4b
ERR315445,RNA-Seq,202,1859219716,PRJEB4337,SAMEA2144835,ArrayExpress,841662186,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"sra,run.realign.summary,geo.fc,realign,run.zq,fastq","s3,ncbi,ena,gs","ena,gs.US,s3.us-east-1,ncbi.public",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288555,V145,duodenum,SAMEA2144835,V145,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:55Z,public,Illumina HiSeq 2000,V145,PAIRED,cDNA,TRANSCRIPTOMIC,duodenum,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:42:00Z,2,SAMEA2144835,E-MTAB-1733:duodenum_4b,frozen specimen,ERP003613,E-MTAB-1733:duodenum_4b
ERR315446,RNA-Seq,202,6788369580,PRJEB4337,SAMEA2151119,ArrayExpress,2988866574,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.zq,fastq,realign,run.realign.summary,sra,geo.fc","s3,ena,ncbi,gs","ena,gs.US,s3.us-east-1,ncbi.public",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288568,V258,testis,SAMEA2151119,V258,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:19Z,public,Illumina HiSeq 2000,V258,PAIRED,cDNA,TRANSCRIPTOMIC,testis,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:41:00Z,2,SAMEA2151119,E-MTAB-1733:testis_7d,frozen specimen,ERP003613,E-MTAB-1733:testis_7d
ERR315447,RNA-Seq,202,2910704456,PRJEB4337,SAMEA2144335,ArrayExpress,1232652299,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"realign,sra,run.zq,run.realign.summary,geo.fc,fastq","s3,ncbi,gs,ena","s3.us-east-1,gs.US,ena,ncbi.public",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288557,V177,bladder,SAMEA2144335,V177,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:54Z,public,Illumina HiSeq 2000,V177,PAIRED,cDNA,TRANSCRIPTOMIC,bladder,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:33:00Z,2,SAMEA2144335,E-MTAB-1733:urinarybladder_5c,frozen specimen,ERP003613,E-MTAB-1733:urinarybladder_5c
ERR315449,RNA-Seq,202,2039471790,PRJEB4337,SAMEA2150585,ArrayExpress,897761627,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.realign.summary,run.zq,fastq,geo.fc,realign,sra","ena,ncbi,gs,s3","s3.us-east-1,ncbi.public,ena,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288599,V240,salivary gland,SAMEA2150585,V240,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:42Z,public,Illumina HiSeq 2000,V240,PAIRED,cDNA,TRANSCRIPTOMIC,salivary gland,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:41:00Z,2,SAMEA2150585,E-MTAB-1733:salivarygland_6c,frozen specimen,ERP003613,E-MTAB-1733:salivarygland_6c
ERR315450,RNA-Seq,202,1835743882,PRJEB4337,SAMEA2145544,ArrayExpress,853504600,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"sra,run.realign.summary,geo.fc,realign,fastq,run.zq","ncbi,ena,s3,gs","ncbi.public,s3.us-east-1,gs.US,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288583,V121,adrenal gland,SAMEA2145544,V121,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:54Z,public,Illumina HiSeq 2000,V121,PAIRED,cDNA,TRANSCRIPTOMIC,adrenal gland,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:29:00Z,2,SAMEA2145544,E-MTAB-1733:adrenal_4c,frozen specimen,ERP003613,E-MTAB-1733:adrenal_4c
ERR315452,RNA-Seq,202,2068841984,PRJEB4337,SAMEA2146411,ArrayExpress,956693671,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"fastq,geo.fc,sra,run.zq,realign,run.realign.summary","gs,s3,ncbi,ena","ncbi.public,gs.US,s3.us-east-1,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288529,V119,adrenal gland,SAMEA2146411,V119,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:42Z,public,Illumina HiSeq 2000,V119,PAIRED,cDNA,TRANSCRIPTOMIC,adrenal gland,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:43:00Z,2,SAMEA2146411,E-MTAB-1733:adrenal_4a,frozen specimen,ERP003613,E-MTAB-1733:adrenal_4a
ERR315453,RNA-Seq,202,1265668774,PRJEB4337,SAMEA2144335,ArrayExpress,547729265,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"fastq,geo.fc,sra,realign,run.zq,run.realign.summary","ncbi,gs,ena,s3","ena,gs.US,ncbi.public,s3.us-east-1",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288617,V177,bladder,SAMEA2144335,V177,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:54Z,public,Illumina HiSeq 2000,V177,PAIRED,cDNA,TRANSCRIPTOMIC,bladder,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:28:00Z,2,SAMEA2144335,E-MTAB-1733:urinarybladder_5c,frozen specimen,ERP003613,E-MTAB-1733:urinarybladder_5c
ERR315454,RNA-Seq,202,1966781282,PRJEB4337,SAMEA2151358,ArrayExpress,892819865,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.realign.summary,geo.fc,realign,sra,run.zq,fastq","ena,s3,gs,ncbi","s3.us-east-1,ena,gs.US,ncbi.public",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288598,V160,appendix,SAMEA2151358,V160,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:20Z,public,Illumina HiSeq 2000,V160,PAIRED,cDNA,TRANSCRIPTOMIC,appendix,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:30:00Z,2,SAMEA2151358,E-MTAB-1733:appendix_4c,frozen specimen,ERP003613,E-MTAB-1733:appendix_4c
ERR315455,RNA-Seq,202,4913398510,PRJEB4337,SAMEA2145743,ArrayExpress,2218457684,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"geo.fc,fastq,run.zq,run.realign.summary,sra,realign","s3,ena,gs,ncbi","ncbi.public,s3.us-east-1,gs.US,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288561,V103,cerebral cortex,SAMEA2145743,V103,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:19Z,public,Illumina HiSeq 2000,V103,PAIRED,cDNA,TRANSCRIPTOMIC,cerebral cortex,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:38:00Z,2,SAMEA2145743,E-MTAB-1733:brain_3c,frozen specimen,ERP003613,E-MTAB-1733:brain_3c
ERR315456,RNA-Seq,202,6474952036,PRJEB4337,SAMEA2161674,ArrayExpress,2856022809,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"geo.fc,realign,sra,fastq,run.realign.summary,run.zq","ncbi,gs,s3,ena","s3.us-east-1,ncbi.public,ena,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288610,V256,testis,SAMEA2161674,V256,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:22Z,public,Illumina HiSeq 2000,V256,PAIRED,cDNA,TRANSCRIPTOMIC,testis,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:38:00Z,2,SAMEA2161674,E-MTAB-1733:testis_7b,frozen specimen,ERP003613,E-MTAB-1733:testis_7b
ERR315459,RNA-Seq,202,2938699434,PRJEB4337,SAMEA1968832,ArrayExpress,1271620075,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"sra,run.zq,realign,fastq,run.realign.summary,geo.fc","ena,ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288534,V239,salivary gland,SAMEA1968832,V239,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:41Z,public,Illumina HiSeq 2000,V239,PAIRED,cDNA,TRANSCRIPTOMIC,salivary gland,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:33:00Z,2,SAMEA1968832,E-MTAB-1733:salivarygland_6b,frozen specimen,ERP003613,E-MTAB-1733:salivarygland_6b
ERR315461,RNA-Seq,202,1870844210,PRJEB4337,SAMEA2144835,ArrayExpress,853332542,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"geo.fc,realign,run.zq,sra,run.realign.summary,fastq","ncbi,gs,s3,ena","s3.us-east-1,ena,gs.US,ncbi.public",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288636,V145,duodenum,SAMEA2144835,V145,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:55Z,public,Illumina HiSeq 2000,V145,PAIRED,cDNA,TRANSCRIPTOMIC,duodenum,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:30:00Z,2,SAMEA2144835,E-MTAB-1733:duodenum_4b,frozen specimen,ERP003613,E-MTAB-1733:duodenum_4b
ERR315462,RNA-Seq,202,2990611616,PRJEB4337,SAMEA2152568,ArrayExpress,2239530242,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"realign,run.realign.summary,sra,geo.fc,fastq,run.zq","gs,ncbi,s3,ena","ena,gs.US,s3.us-east-1,ncbi.public",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288535,V22,colon,SAMEA2152568,V22,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:54Z,public,Illumina HiSeq 2000,V22,PAIRED,cDNA,TRANSCRIPTOMIC,colon,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:32:00Z,2,SAMEA2152568,E-MTAB-1733:colon_f,frozen specimen,ERP003613,E-MTAB-1733:colon_f
ERR315465,RNA-Seq,202,1856311522,PRJEB4337,SAMEA1966682,ArrayExpress,864378084,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.zq,fastq,realign,geo.fc,sra,run.realign.summary","ena,gs,s3,ncbi","ena,gs.US,ncbi.public,s3.us-east-1",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288480,V154,appendix,SAMEA1966682,V154,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:29Z,public,Illumina HiSeq 2000,V154,PAIRED,cDNA,TRANSCRIPTOMIC,appendix,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:30:00Z,2,SAMEA1966682,E-MTAB-1733:appendix_4a,frozen specimen,ERP003613,E-MTAB-1733:appendix_4a
ERR315466,RNA-Seq,202,2955336760,PRJEB4337,SAMEA2151405,ArrayExpress,1283950304,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"geo.fc,run.zq,realign,fastq,sra,run.realign.summary","ena,ncbi,s3,gs","ncbi.public,ena,gs.US,s3.us-east-1",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288542,V229,pancreas,SAMEA2151405,V229,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:55Z,public,Illumina HiSeq 2000,V229,PAIRED,cDNA,TRANSCRIPTOMIC,pancreas,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:34:00Z,2,SAMEA2151405,E-MTAB-1733:pancreas_6a,frozen specimen,ERP003613,E-MTAB-1733:pancreas_6a
ERR315467,RNA-Seq,202,4059701060,PRJEB4337,SAMEA2157511,ArrayExpress,3038402124,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"realign,fastq,run.zq,geo.fc,sra,run.realign.summary","ena,gs,ncbi,s3","ena,gs.US,s3.us-east-1,ncbi.public",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288572,V18,stomach,SAMEA2157511,V18,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:19Z,public,Illumina HiSeq 2000,V18,PAIRED,cDNA,TRANSCRIPTOMIC,stomach,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:36:00Z,2,SAMEA2157511,E-MTAB-1733:stomach_a,frozen specimen,ERP003613,E-MTAB-1733:stomach_a
ERR315468,RNA-Seq,202,2457318486,PRJEB4337,SAMEA2145774,ArrayExpress,1848840855,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"realign,geo.fc,run.realign.summary,fastq,run.zq,sra","s3,ncbi,ena,gs","gs.US,s3.us-east-1,ena,ncbi.public",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288476,V23,kidney,SAMEA2145774,V23,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:29Z,public,Illumina HiSeq 2000,V23,PAIRED,cDNA,TRANSCRIPTOMIC,kidney,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:29:00Z,2,SAMEA2145774,E-MTAB-1733:kidney_c,frozen specimen,ERP003613,E-MTAB-1733:kidney_c
ERR315469,RNA-Seq,202,3016382776,PRJEB4337,SAMEA2162823,ArrayExpress,1279019527,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"geo.fc,run.realign.summary,realign,sra,run.zq,fastq","ena,ncbi,gs,s3","ena,ncbi.public,s3.us-east-1,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288517,V230,bone marrow,SAMEA2162823,V230,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:48Z,public,Illumina HiSeq 2000,V230,PAIRED,cDNA,TRANSCRIPTOMIC,bone marrow,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:33:00Z,2,SAMEA2162823,E-MTAB-1733:bonemarrow_5a,frozen specimen,ERP003613,E-MTAB-1733:bonemarrow_5a
ERR315470,RNA-Seq,202,1332271406,PRJEB4337,SAMEA2159912,ArrayExpress,574660846,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"geo.fc,run.zq,fastq,realign,sra,run.realign.summary","ena,gs,ncbi,s3","ncbi.public,s3.us-east-1,ena,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288642,V179,gall bladder,SAMEA2159912,V179,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:48Z,public,Illumina HiSeq 2000,V179,PAIRED,cDNA,TRANSCRIPTOMIC,gall bladder,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:27:00Z,2,SAMEA2159912,E-MTAB-1733:gallbladder_5a,frozen specimen,ERP003613,E-MTAB-1733:gallbladder_5a
ERR315471,RNA-Seq,202,1655030642,PRJEB4337,SAMEA2152719,ArrayExpress,687883398,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.zq,sra,run.realign.summary,realign,fastq,geo.fc","ena,ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288499,V193,lymph node,SAMEA2152719,V193,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:42Z,public,Illumina HiSeq 2000,V193,PAIRED,cDNA,TRANSCRIPTOMIC,lymph node,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:29:00Z,2,SAMEA2152719,E-MTAB-1733:lymphnode_5c,frozen specimen,ERP003613,E-MTAB-1733:lymphnode_5c
ERR315482,RNA-Seq,202,3052264238,PRJEB4337,SAMEA2145245,ArrayExpress,1303836176,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"fastq,run.zq,realign,sra,run.realign.summary,geo.fc","gs,ncbi,s3,ena","gs.US,ncbi.public,s3.us-east-1,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288538,V233,animal ovary,SAMEA2145245,V233,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:54Z,public,Illumina HiSeq 2000,V233,PAIRED,cDNA,TRANSCRIPTOMIC,animal ovary,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:35:00Z,2,SAMEA2145245,E-MTAB-1733:ovary_6a,frozen specimen,ERP003613,E-MTAB-1733:ovary_6a
